Authors,Title,Year,Source title,Page start,Page end,Cited by
"Thomsen, M.A., D'Antonio, C.M., Suttle, K.B., Sousa, W.P.","Ecological resistance, seed density and their interactions determine patterns of invasion in a California coastal grassland",2006,Ecology Letters,160,170,66
"Rosindell, J., Cornell, S.J.",Species-area relationships from a spatially explicit neutral model in an infinite landscape,2007,Ecology Letters,586,595,66
"Chu, C.-J., Maestre, F.T., Xiao, S., Weiner, J., Wang, Y.-S., Duan, Z.-H., Wang, G.",Balance between facilitation and resource competition determines biomass-density relationships in plant populations,2008,Ecology Letters,1189,1197,66
"Bagchi, R., Swinfield, T., Gallery, R.E., Lewis, O.T., Gripenberg, S., Narayan, L., Freckleton, R.P.",Testing the Janzen-Connell mechanism: Pathogens cause overcompensating density dependence in a tropical tree,2010,Ecology Letters,1262,1269,66
"Helfenstein, F., Losdat, S., Møller, A.P., Blount, J.D., Richner, H.",Sperm of colourful males are better protected against oxidative stress,2010,Ecology Letters,213,222,66
"Litchman, E.",Invisible invaders: Non-pathogenic invasive microbes in aquatic and terrestrial ecosystems,2010,Ecology Letters,1560,1572,66
"Roulin, A., Altwegg, R., Jensen, H., Steinsland, I., Schaub, M.",Sex-dependent selection on an autosomal melanic female ornament promotes the evolution of sex ratio bias,2010,Ecology Letters,616,626,66
"Agrawal, A.A., Conner, J.K., Stinchcombe, J.R.",Evolution of plant resistance and tolerance to frost damage,2004,Ecology Letters,1199,1208,67
"Gomez, D., Théry, M.",Influence of ambient light on the evolution of colour signals: Comparative analysis of a Neotropical rainforest bird community,2004,Ecology Letters,279,284,67
"Kerr, J.T., Deguise, I.",Habitat loss and the limits to endangered species recovery,2004,Ecology Letters,1163,1169,67
"Kula, A.A.R., Hartnett, D.C., Wilson, G.W.T.",Effects of mycorrhizal symbiosis on tallgrass prairie plant-herbivore interactions,2005,Ecology Letters,61,69,67
"Schreiber, S., Rudolf, V.H.W.",Crossing habitat boundaries: Coupling dynamics of ecosystems through complex life cycles,2008,Ecology Letters,576,587,67
"Bosch, J., Martín González, A.M., Rodrigo, A., Navarro, D.",Plant-pollinator networks: Adding the pollinator's perspective,2009,Ecology Letters,409,419,67
"Harte, J., Smith, A.B., Storch, D.",Biodiversity scales from plots to biomes with a universal species-area curve,2009,Ecology Letters,789,797,67
"Ferrari, M.C.O., McCormick, M.I., Munday, P.L., Meekan, M.G., Dixson, D.L., Lonnstedt, O., Chivers, D.P.",Putting prey and predator into the CO <inf>2</inf> equation - qualitative and quantitative effects of ocean acidification on predator-prey interactions,2011,Ecology Letters,1143,1148,67
"Hall, A.R., Scanlan, P.D., Morgan, A.D., Buckling, A.",Host-parasite coevolutionary arms races give way to fluctuating selection,2011,Ecology Letters,635,642,67
"Tamiru, A., Bruce, T.J.A., Woodcock, C.M., Caulfield, J.C., Midega, C.A.O., Ogol, C.K.P.O., Mayon, P., Birkett, M.A., Pickett, J.A., Khan, Z.R.",Maize landraces recruit egg and larval parasitoids in response to egg deposition by a herbivore,2011,Ecology Letters,1075,1083,67
"Carvalheiro, L.G., Kunin, W.E., Keil, P., Aguirre-Gutiérrez, J., Ellis, W.N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S.G., Reemer, M., Roberts, S.P.M., Schaminée, J., Wallisdevries, M.F., Biesmeijer, J.C.",Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants,2013,Ecology Letters,870,878,67
"Ji, Y., Ashton, L., Pedley, S.M., Edwards, D.P., Tang, Y., Nakamura, A., Kitching, R., Dolman, P.M., Woodcock, P., Edwards, F.A., Larsen, T.H., Hsu, W.W., Benedick, S., Hamer, K.C., Wilcove, D.S., Bruce, C., Wang, X., Levi, T., Lott, M., Emerson, B.C., Yu, D.W.","Reliable, verifiable and efficient monitoring of biodiversity via metabarcoding",2013,Ecology Letters,1245,1257,67
"Łukasik, P., van Asch, M., Guo, H., Ferrari, J., Charles J. Godfray, H.",Unrelated facultative endosymbionts protect aphids against a fungal pathogen,2013,Ecology Letters,214,218,67
"Blouin, M., Zuily-Fodil, Y., Pham-Thi, A.-T., Laffray, D., Reversat, G., Pando, A., Tondoh, J., Lavelle, P.","Belowground organism activities affect plant aboveground phenotype, inducing plant tolerance to parasites",2005,Ecology Letters,202,208,68
"Tiunov, A.V., Scheu, S.",Facilitative interactions rather than resource partitioning drive diversity-functioning relationships in laboratory fungal communities,2005,Ecology Letters,618,625,68
"Graham, N.A.J., Chabanet, P., Evans, R.D., Jennings, S., Letourneur, Y., Aaron Macneil, M., Mcclanahan, T.R., Öhman, M.C., Polunin, N.V.C., Wilson, S.K.",Extinction vulnerability of coral reef fishes,2011,Ecology Letters,341,348,68
"Condamine, F.L., Sperling, F.A.H., Wahlberg, N., Rasplus, J.-Y., Kergoat, G.J.",What causes latitudinal gradients in species diversity? Evolutionary processes and ecological constraints on swallowtail biodiversity,2012,Ecology Letters,267,277,68
"Ødegaard, F., Diserud, O.H., Østbye, K.",The importance of plant relatedness for host utilization among phytophagous insects,2005,Ecology Letters,612,617,69
"Olsson, P.A., Johnson, N.C.",Tracking carbon from the atmosphere to the rhizosphere,2005,Ecology Letters,1264,1270,69
"Campbell, L.G., Snow, A.A., Ridley, C.E.",Weed evolution after crop gene introgression: Greater survival and fecundity of hybrids in a new environment,2006,Ecology Letters,1198,1209,69
"Economo, E.P., Keitt, T.H.",Species diversity in neutral metacommunities: A network approach,2008,Ecology Letters,52,62,69
"Leibold, M.A., Economo, E.P., Peres-Neto, P.",Metacommunity phylogenetics: Separating the roles of environmental filters and historical biogeography,2010,Ecology Letters,1290,1299,69
"Boyero, L., Pearson, R.G., Gessner, M.O., Barmuta, L.A., Ferreira, V., Graça, M.A.S., Dudgeon, D., Boulton, A.J., Callisto, M., Chauvet, E., Helson, J.E., Bruder, A., Albariño, R.J., Yule, C.M., Arunachalam, M., Davies, J.N., Figueroa, R., Flecker, A.S., Ramírez, A., Death, R.G., Iwata, T., Mathooko, J.M., Mathuriau, C., Gonçalves, J.F., Moretti, M.S., Jinggut, T., Lamothe, S., M'Erimba, C., Ratnarajah, L., Schindler, M.H., Castela, J., Buria, L.M., Cornejo, A., Villanueva, V.D., West, D.C.",A global experiment suggests climate warming will not accelerate litter decomposition in streams but might reduce carbon sequestration,2011,Ecology Letters,289,294,69
"Sarmento, R.A., Lemos, F., Bleeker, P.M., Schuurink, R.C., Pallini, A., Oliveira, M.G.A., Lima, E.R., Kant, M., Sabelis, M.W., Janssen, A.",A herbivore that manipulates plant defence,2011,Ecology Letters,229,236,69
"Cheaib, A., Badeau, V., Boe, J., Chuine, I., Delire, C., Dufrêne, E., François, C., Gritti, E.S., Legay, M., Pagé, C., Thuiller, W., Viovy, N., Leadley, P.",Climate change impacts on tree ranges: Model intercomparison facilitates understanding and quantification of uncertainty,2012,Ecology Letters,533,544,69
"Doropoulos, C., Ward, S., Diaz-Pulido, G., Hoegh-Guldberg, O., Mumby, P.J.",Ocean acidification reduces coral recruitment by disrupting intimate larval-algal settlement interactions,2012,Ecology Letters,338,346,69
"Kunstler, G., Lavergne, S., Courbaud, B., Thuiller, W., Vieilledent, G., Zimmermann, N.E., Kattge, J., Coomes, D.A.","Competitive interactions between forest trees are driven by species' trait hierarchy, not phylogenetic or functional similarity: Implications for forest community assembly",2012,Ecology Letters,831,840,69
"Babikova, Z., Gilbert, L., Bruce, T.J.A., Birkett, M., Caulfield, J.C., Woodcock, C., Pickett, J.A., Johnson, D.",Underground signals carried through common mycelial networks warn neighbouring plants of aphid attack,2013,Ecology Letters,835,843,69
"Munday, P.L., Warner, R.R., Monro, K., Pandolfi, J.M., Marshall, D.J.",Predicting evolutionary responses to climate change in the sea,2013,Ecology Letters,1488,1500,69
"Carney, K.M., Matson, P.A., Bohannan, B.J.M.",Diversity and composition of tropical soil nitrifiers across a plant diversity gradient and among land-use types,2004,Ecology Letters,684,694,70
"Naugle, D.E., Aldridge, C.L., Walker, B.L., Cornish, T.E., Moynahan, B.J., Holloran, M.J., Brown, K., Johnson, G.D., Schmidtmann, E.T., Mayer, R.T., Kato, C.Y., Matchett, M.R., Christiansen, T.J., Cook, W.E., Creekmore, T., Falise, R.D., Rinkes, E.T., Boyce, M.S.",West Nile virus: Pending crisis for greater sage-grouse,2004,Ecology Letters,704,713,70
"Etienne, R.S., Olff, H.",Confronting different models of community structure to species-abundance data: A Bayesian model comparison,2005,Ecology Letters,493,504,70
"Storch, D., Davies, R.G., Zajíček, S., Orme, C.D.L., Olson, V., Thomas, G.H., Ding, T.-S., Rasmussen, P.C., Ridgely, R.S., Bennett, P.M., Blackburn, T.M., Owens, I.P.F., Gaston, K.J.","Energy, range dynamics and global species richness patterns: Reconciling mid-domain effects and environmental determinants of avian diversity",2006,Ecology Letters,1308,1320,70
"Schnitzer, S.A., Carson, W.P.",Lianas suppress tree regeneration and diversity in treefall gaps,2010,Ecology Letters,849,857,70
"Langwig, K.E., Frick, W.F., Bried, J.T., Hicks, A.C., Kunz, T.H., Marm Kilpatrick, A.","Sociality, density-dependence and microclimates determine the persistence of populations suffering from a novel fungal disease, white-nose syndrome",2012,Ecology Letters,1050,1057,70
"Thrall, P.H., Laine, A.-L., Ravensdale, M., Nemri, A., Dodds, P.N., Barrett, L.G., Burdon, J.J.",Rapid genetic change underpins antagonistic coevolution in a natural host-pathogen metapopulation,2012,Ecology Letters,425,435,70
"Voelckel, C., Baldwin, I.T.","Generalist and specialist lepidopteran larvae elicit different transcriptional responses in Nicotiana attenuata, which correlate with larval FAC profiles",2004,Ecology Letters,770,775,71
"Dickie, I.A., Schnitzer, S.A., Reich, P.B., Hobbie, S.E.",Spatially disjunct effects of co-occurring competition and facilitation,2005,Ecology Letters,1191,1200,71
"Hartley, S., Harris, R., Lester, P.J.",Quantifying uncertainty in the potential distribution of an invasive species: Climate and the Argentine ant,2006,Ecology Letters,1068,1079,71
"Hall, S.R., Sivars-Becker, L., Becker, C., Duffy, M.A., Tessier, A.J., Cáceres, C.E.",Eating yourself sick: Transmission of disease as a function of foraging ecology,2007,Ecology Letters,207,218,71
"Jonathan Davies, T., Meiri, S., Barraclough, T.G., Gittleman, J.L.",Species co-existence and character divergence across carnivores,2007,Ecology Letters,146,152,71
"Hillebrand, H., Borer, E.T., Bracken, M.E.S., Cardinale, B.J., Cebrian, J., Cleland, E.E., Elser, J.J., Gruner, D.S., Stanley Harpole, W., Ngai, J.T., Sandin, S., Seabloom, E.W., Shurin, J.B., Smith, J.E., Smith, M.D.",Herbivore metabolism and stoichiometry each constrain herbivory at different organizational scales across ecosystems,2009,Ecology Letters,516,527,71
"Adler, P.B., Ellner, S.P., Levine, J.M.",Coexistence of perennial plants: An embarrassment of niches,2010,Ecology Letters,1019,1029,71
"Hodgson, J.A., Kunin, W.E., Thomas, C.D., Benton, T.G., Gabriel, D.",Comparing organic farming and land sparing: Optimizing yield and butterfly populations at a landscape scale,2010,Ecology Letters,1358,1367,71
"Hoskin, C.J., Higgie, M.",Speciation via species interactions: The divergence of mating traits within species,2010,Ecology Letters,409,420,71
"Riede, J.O., Brose, U., Ebenman, B., Jacob, U., Thompson, R., Townsend, C.R., Jonsson, T.",Stepping in Elton's footprints: A general scaling model for body masses and trophic levels across ecosystems,2011,Ecology Letters,169,178,71
"Wiens, J.J., Pyron, R.A., Moen, D.S.",Phylogenetic origins of local-scale diversity patterns and the causes of Amazonian megadiversity,2011,Ecology Letters,643,652,71
"Darling, E.S., Alvarez-Filip, L., Oliver, T.A., Mcclanahan, T.R., Côté, I.M.",Evaluating life-history strategies of reef corals from species traits,2012,Ecology Letters,1378,1386,71
"Bessa-Gomes, C., Legendre, S., Clobert, J.","Allee effects, mating systems and the extinction risk in populations with two sexes",2004,Ecology Letters,802,812,72
"Faeth, S.H., Helander, M.L., Saikkonen, K.T.",Asexual Neotyphodium endophytes in a native grass reduce competitive abilities,2004,Ecology Letters,304,313,72
"Cook, M.I., Beissinger, S.R., Toranzos, G.A., Arendt, W.J.",Incubation reduces microbial growth on eggshells and the opportunity for trans-shell infection,2005,Ecology Letters,532,537,72
"Resetarits Jr., W.J.",Habitat selection behaviour links local and regional scales in aquatic systems,2005,Ecology Letters,480,486,72
"Buckley, Y.M., Bolker, B.M., Rees, M.","Disturbance, invasion and re-invasion: Managing the weed-shaped hole in disturbed ecosystems",2007,Ecology Letters,809,817,72
"Hauser, C.E., McCarthy, M.A.",Streamlining 'search and destroy': Cost-effective surveillance for invasive species management,2009,Ecology Letters,683,692,72
"Karban, R., Shiojiri, K.",Self-recognition affects plant communication and defense,2009,Ecology Letters,502,506,72
"McCain, C.M.",Vertebrate range sizes indicate that mountains may be 'higher' in the tropics,2009,Ecology Letters,550,560,72
"Rosindell, J., Phillimore, A.B.",A unified model of island biogeography sheds light on the zone of radiation,2011,Ecology Letters,552,560,72
"Matzek, V., Vitousek, P.M.",N : PPP stoichiometry and protein : RRRNA ratios in vascular plants: An evaluation of the growth-rate hypothesis,2009,Ecology Letters,765,771,73
"Diez, J.M., Dickie, I., Edwards, G., Hulme, P.E., Sullivan, J.J., Duncan, R.P.",Negative soil feedbacks accumulate over time for non-native plant species,2010,Ecology Letters,803,809,73
"Blonder, B., Violle, C., Bentley, L.P., Enquist, B.J.",Venation networks and the origin of the leaf economics spectrum,2011,Ecology Letters,91,100,73
"Morlon, H., Schwilk, D.W., Bryant, J.A., Marquet, P.A., Rebelo, A.G., Tauss, C., Bohannan, B.J.M., Green, J.L.",Spatial patterns of phylogenetic diversity,2011,Ecology Letters,141,149,73
"Makkonen, M., Berg, M.P., Handa, I.T., Hättenschwiler, S., van Ruijven, J., van Bodegom, P.M., Aerts, R.",Highly consistent effects of plant litter identity and functional traits on decomposition across a latitudinal gradient,2012,Ecology Letters,1033,1041,73
"Rudgers, J.A., Koslow, J.M., Clay, K.",Endophytic fungi alter relationships between diversity and ecosystem properties,2004,Ecology Letters,42,51,74
"Cadotte, M.W., Fukami, T.","Dispersal, spatial scale, and species diversity in a hierarchically structured experimental landscape",2005,Ecology Letters,548,557,74
"Adam Langley, J., Chapman, S.K., Hungate, B.A.",Ectomycorrhizal colonization slows root decomposition: The post-mortem fungal legacy,2006,Ecology Letters,955,959,74
"De Mazancourt, C., Johnson, E., Barraclough, T.G.",Biodiversity inhibits species' evolutionary responses to changing environments,2008,Ecology Letters,380,388,74
"Gross, K.",Positive interactions among competitors can produce species-rich communities,2008,Ecology Letters,929,936,74
"Potvin, C., Gotelli, N.J.",Biodiversity enhances individual performance but does not affect survivorship in tropical trees,2008,Ecology Letters,217,223,74
"Pillar, V.D., Duarte, L.D.S.",A framework for metacommunity analysis of phylogenetic structure,2010,Ecology Letters,587,596,74
